manifest,subject,content_type,item_id,file_path,lesson,tags,status
runtime-data,biology-2,question,biology-2-animal-physiology-ii-0007,content/biology-2/questions/biology-2-animal-physiology-ii-0007.json,animal-physiology-ii,somatic|autonomic|control,MATCHED
runtime-data,biology-2,question,biology-2-animal-physiology-ii-0008,content/biology-2/questions/biology-2-animal-physiology-ii-0008.json,animal-physiology-ii,brain|region|functions,MATCHED
runtime-data,biology-2,question,biology-2-animal-physiology-ii-0009,content/biology-2/questions/biology-2-animal-physiology-ii-0009.json,animal-physiology-ii,peptide|steroid|hormone|signaling,MATCHED
runtime-data,biology-2,question,biology-2-animal-physiology-ii-0010,content/biology-2/questions/biology-2-animal-physiology-ii-0010.json,animal-physiology-ii,insulin|glucagon|feedback,MATCHED
runtime-data,biology-2,question,biology-2-animal-physiology-ii-0011,content/biology-2/questions/biology-2-animal-physiology-ii-0011.json,animal-physiology-ii,how|antibodies|neutralize|pathogens,MATCHED
runtime-data,biology-2,question,biology-2-animal-physiology-ii-0012,content/biology-2/questions/biology-2-animal-physiology-ii-0012.json,animal-physiology-ii,vaccination|memory|cells,MATCHED
runtime-data,biology-2,question,biology-2-reproduction-and-development-0001,content/biology-2/questions/biology-2-reproduction-and-development-0001.json,reproduction-and-development,what|asexual|reproduction|loses,MATCHED
runtime-data,biology-2,question,biology-2-reproduction-and-development-0002,content/biology-2/questions/biology-2-reproduction-and-development-0002.json,reproduction-and-development,parthenogenesis|bees,MATCHED
runtime-data,biology-2,question,biology-2-reproduction-and-development-0003,content/biology-2/questions/biology-2-reproduction-and-development-0003.json,reproduction-and-development,budding|versus|fragmentation,MATCHED
runtime-data,biology-2,question,biology-2-reproduction-and-development-0004,content/biology-2/questions/biology-2-reproduction-and-development-0004.json,reproduction-and-development,spermatogenesis|versus|oogenesis,MATCHED
runtime-data,biology-2,question,biology-2-reproduction-and-development-0005,content/biology-2/questions/biology-2-reproduction-and-development-0005.json,reproduction-and-development,when|external|fertilization|wins,MATCHED
runtime-data,biology-2,question,biology-2-reproduction-and-development-0006,content/biology-2/questions/biology-2-reproduction-and-development-0006.json,reproduction-and-development,what|happens|during|cleavage,MATCHED
runtime-data,biology-2,question,biology-2-reproduction-and-development-0007,content/biology-2/questions/biology-2-reproduction-and-development-0007.json,reproduction-and-development,germ|layer|that|makes|muscle,MATCHED
runtime-data,biology-2,question,biology-2-reproduction-and-development-0008,content/biology-2/questions/biology-2-reproduction-and-development-0008.json,reproduction-and-development,tracing|cells|their|germ|layer,MATCHED
runtime-data,biology-2,question,biology-2-reproduction-and-development-0009,content/biology-2/questions/biology-2-reproduction-and-development-0009.json,reproduction-and-development,when|neural|tube|fails|close,MATCHED
runtime-data,biology-2,question,biology-2-reproduction-and-development-0010,content/biology-2/questions/biology-2-reproduction-and-development-0010.json,reproduction-and-development,spemann|organizer|experiment,MATCHED
runtime-data,biology-2,question,biology-2-reproduction-and-development-0011,content/biology-2/questions/biology-2-reproduction-and-development-0011.json,reproduction-and-development,what|amnion|surrounds,MATCHED
runtime-data,biology-2,question,biology-2-reproduction-and-development-0012,content/biology-2/questions/biology-2-reproduction-and-development-0012.json,reproduction-and-development,placenta|takes|over,MATCHED
runtime-data,biology-2,question,biology-2-population-and-community-ecology-0001,content/biology-2/questions/biology-2-population-and-community-ecology-0001.json,population-and-community-ecology,survivorship|curves,MATCHED
runtime-data,biology-2,question,biology-2-population-and-community-ecology-0002,content/biology-2/questions/biology-2-population-and-community-ecology-0002.json,population-and-community-ecology,exponential|growth|calculation,MATCHED
runtime-data,biology-2,question,biology-2-population-and-community-ecology-0003,content/biology-2/questions/biology-2-population-and-community-ecology-0003.json,population-and-community-ecology,logistic|growth|calculation,MATCHED
runtime-data,biology-2,question,biology-2-population-and-community-ecology-0004,content/biology-2/questions/biology-2-population-and-community-ecology-0004.json,population-and-community-ecology,population|at|carrying|capacity,MATCHED
runtime-data,biology-2,question,biology-2-population-and-community-ecology-0005,content/biology-2/questions/biology-2-population-and-community-ecology-0005.json,population-and-community-ecology,density|dependent|factors,MATCHED
runtime-data,biology-2,question,biology-2-population-and-community-ecology-0006,content/biology-2/questions/biology-2-population-and-community-ecology-0006.json,population-and-community-ecology,selected|species,MATCHED
runtime-data,biology-2,question,biology-2-population-and-community-ecology-0007,content/biology-2/questions/biology-2-population-and-community-ecology-0007.json,population-and-community-ecology,age|structure|prediction,MATCHED
runtime-data,biology-2,question,biology-2-population-and-community-ecology-0008,content/biology-2/questions/biology-2-population-and-community-ecology-0008.json,population-and-community-ecology,resource|partitioning,MATCHED
runtime-data,biology-2,question,biology-2-population-and-community-ecology-0009,content/biology-2/questions/biology-2-population-and-community-ecology-0009.json,population-and-community-ecology,fundamental|versus|realized|niche,MATCHED
runtime-data,biology-2,question,biology-2-population-and-community-ecology-0010,content/biology-2/questions/biology-2-population-and-community-ecology-0010.json,population-and-community-ecology,predator|defense|mimicry,MATCHED
runtime-data,biology-2,question,biology-2-population-and-community-ecology-0011,content/biology-2/questions/biology-2-population-and-community-ecology-0011.json,population-and-community-ecology,commensalism|example,MATCHED
runtime-data,biology-2,question,biology-2-population-and-community-ecology-0012,content/biology-2/questions/biology-2-population-and-community-ecology-0012.json,population-and-community-ecology,secondary|succession,MATCHED
runtime-data,biology-2,question,biology-2-ecosystem-and-conservation-ecology-0001,content/biology-2/questions/biology-2-ecosystem-and-conservation-ecology-0001.json,ecosystem-and-conservation-ecology,gross|net|primary|productivity,MATCHED
runtime-data,biology-2,question,biology-2-ecosystem-and-conservation-ecology-0002,content/biology-2/questions/biology-2-ecosystem-and-conservation-ecology-0002.json,ecosystem-and-conservation-ecology,10|percent|rule|grassland,MATCHED
runtime-data,biology-2,question,biology-2-ecosystem-and-conservation-ecology-0003,content/biology-2/questions/biology-2-ecosystem-and-conservation-ecology-0003.json,ecosystem-and-conservation-ecology,why|biomass|pyramids|narrow,MATCHED
runtime-data,biology-2,question,biology-2-ecosystem-and-conservation-ecology-0004,content/biology-2/questions/biology-2-ecosystem-and-conservation-ecology-0004.json,ecosystem-and-conservation-ecology,denitrification|closes|nitrogen|cycle,MATCHED
runtime-data,biology-2,question,biology-2-ecosystem-and-conservation-ecology-0005,content/biology-2/questions/biology-2-ecosystem-and-conservation-ecology-0005.json,ecosystem-and-conservation-ecology,largest|carbon|reservoir|on|earth,MATCHED
runtime-data,biology-2,question,biology-2-ecosystem-and-conservation-ecology-0006,content/biology-2/questions/biology-2-ecosystem-and-conservation-ecology-0006.json,ecosystem-and-conservation-ecology,phosphorus|cycle|without|gaseous|phase,MATCHED
runtime-data,biology-2,question,biology-2-ecosystem-and-conservation-ecology-0007,content/biology-2/questions/biology-2-ecosystem-and-conservation-ecology-0007.json,ecosystem-and-conservation-ecology,water|cycle|at|work,MATCHED
runtime-data,biology-2,question,biology-2-ecosystem-and-conservation-ecology-0008,content/biology-2/questions/biology-2-ecosystem-and-conservation-ecology-0008.json,ecosystem-and-conservation-ecology,tropical|rainforest|climate|canopy,MATCHED
runtime-data,biology-2,question,biology-2-ecosystem-and-conservation-ecology-0009,content/biology-2/questions/biology-2-ecosystem-and-conservation-ecology-0009.json,ecosystem-and-conservation-ecology,tundra|permafrost|vegetation,MATCHED
runtime-data,biology-2,question,biology-2-ecosystem-and-conservation-ecology-0010,content/biology-2/questions/biology-2-ecosystem-and-conservation-ecology-0010.json,ecosystem-and-conservation-ecology,estuaries|where|rivers|meet|sea,MATCHED
runtime-data,biology-2,question,biology-2-ecosystem-and-conservation-ecology-0011,content/biology-2/questions/biology-2-ecosystem-and-conservation-ecology-0011.json,ecosystem-and-conservation-ecology,invasive|fish|lake,MATCHED
runtime-data,biology-2,question,biology-2-ecosystem-and-conservation-ecology-0012,content/biology-2/questions/biology-2-ecosystem-and-conservation-ecology-0012.json,ecosystem-and-conservation-ecology,seed|banks|as|ex|situ|conservation,MATCHED
runtime-data,organic-chemistry-1,subject-summary,organic-chemistry-1,,,lessons=1|notes=0|questions=12|assets=0|tags=47,MATCHED
runtime-data,organic-chemistry-1,lesson,organic-chemistry-1-organic-chemistry-and-functional-groups,,organic-chemistry-and-functional-groups,,MATCHED
runtime-data,organic-chemistry-1,question,organic-chemistry-1-organic-chemistry-and-functional-groups-q01,content/organic-chemistry-1/questions/organic-chemistry-1-organic-chemistry-and-functional-groups-q01.json,organic-chemistry-and-functional-groups,functional groups|carboxylic acid|carbonyl|hydroxyl,MATCHED
runtime-data,organic-chemistry-1,question,organic-chemistry-1-organic-chemistry-and-functional-groups-q02,content/organic-chemistry-1/questions/organic-chemistry-1-organic-chemistry-and-functional-groups-q02.json,organic-chemistry-and-functional-groups,alkanes|saturated hydrocarbons|general formula CnH2n+2|hydrocarbon classes,MATCHED
runtime-data,organic-chemistry-1,question,organic-chemistry-1-organic-chemistry-and-functional-groups-q03,content/organic-chemistry-1/questions/organic-chemistry-1-organic-chemistry-and-functional-groups-q03.json,organic-chemistry-and-functional-groups,structural isomers|molecular formula|organic nomenclature|homologous series,MATCHED
runtime-data,organic-chemistry-1,question,organic-chemistry-1-organic-chemistry-and-functional-groups-q04,content/organic-chemistry-1/questions/organic-chemistry-1-organic-chemistry-and-functional-groups-q04.json,organic-chemistry-and-functional-groups,carboxylic acid acidity|resonance stabilization|conjugate base stability|pKa comparison,MATCHED
runtime-data,organic-chemistry-1,question,organic-chemistry-1-organic-chemistry-and-functional-groups-q05,content/organic-chemistry-1/questions/organic-chemistry-1-organic-chemistry-and-functional-groups-q05.json,organic-chemistry-and-functional-groups,hydrogen bonding|intermolecular forces|alcohols versus alkanes|boiling point,MATCHED
runtime-data,organic-chemistry-1,question,organic-chemistry-1-organic-chemistry-and-functional-groups-q06,content/organic-chemistry-1/questions/organic-chemistry-1-organic-chemistry-and-functional-groups-q06.json,organic-chemistry-and-functional-groups,amines as bases|protonation|Henderson-Hasselbalch|solubility of salts,MATCHED
runtime-data,organic-chemistry-1,question,organic-chemistry-1-organic-chemistry-and-functional-groups-q07,content/organic-chemistry-1/questions/organic-chemistry-1-organic-chemistry-and-functional-groups-q07.json,organic-chemistry-and-functional-groups,esters|condensation reaction|hydrolysis|dehydration synthesis,MATCHED
runtime-data,organic-chemistry-1,question,organic-chemistry-1-organic-chemistry-and-functional-groups-q08,content/organic-chemistry-1/questions/organic-chemistry-1-organic-chemistry-and-functional-groups-q08.json,organic-chemistry-and-functional-groups,functional group identification|hydroxyl|carboxyl|condensed structural formulas,MATCHED
runtime-data,organic-chemistry-1,question,organic-chemistry-1-organic-chemistry-and-functional-groups-q09,content/organic-chemistry-1/questions/organic-chemistry-1-organic-chemistry-and-functional-groups-q09.json,organic-chemistry-and-functional-groups,amide bond|peptide bond|condensation|amino acids,MATCHED
runtime-data,organic-chemistry-1,question,organic-chemistry-1-organic-chemistry-and-functional-groups-q10,content/organic-chemistry-1/questions/organic-chemistry-1-organic-chemistry-and-functional-groups-q10.json,organic-chemistry-and-functional-groups,solubility prediction|polarity|hydrophobic effect|alcohols,MATCHED
runtime-data,organic-chemistry-1,question,organic-chemistry-1-organic-chemistry-and-functional-groups-q11,content/organic-chemistry-1/questions/organic-chemistry-1-organic-chemistry-and-functional-groups-q11.json,organic-chemistry-and-functional-groups,alcohol oxidation|primary versus secondary versus tertiary alcohols|ketones versus aldehydes|carbinol carbon,MATCHED
runtime-data,organic-chemistry-1,question,organic-chemistry-1-organic-chemistry-and-functional-groups-q12,content/organic-chemistry-1/questions/organic-chemistry-1-organic-chemistry-and-functional-groups-q12.json,organic-chemistry-and-functional-groups,degrees of unsaturation|molecular formula analysis|rings and pi bonds|isomer possibilities,MATCHED
runtime-data,organic-chemistry-2,subject-summary,organic-chemistry-2,,,lessons=0|notes=0|questions=0|assets=0|tags=0,MATCHED
runtime-data,chemistry-1,subject-summary,chemistry-1,,,lessons=5|notes=0|questions=60|assets=0|tags=173,MATCHED
runtime-data,chemistry-1,lesson,chemistry-1-atomic-structure-and-the-periodic-table,,atomic-structure-and-the-periodic-table,,MATCHED
runtime-data,chemistry-1,lesson,chemistry-1-ions-and-electrolytes,,ions-and-electrolytes,,MATCHED
runtime-data,chemistry-1,lesson,chemistry-1-ionic-and-covalent-bonding,,ionic-and-covalent-bonding,,MATCHED
runtime-data,chemistry-1,lesson,chemistry-1-polarity-and-intermolecular-forces,,polarity-and-intermolecular-forces,,MATCHED
runtime-data,chemistry-1,lesson,chemistry-1-chemical-reactions-and-equations,,chemical-reactions-and-equations,,MATCHED
runtime-data,chemistry-1,question,chemistry-1-atomic-structure-and-the-periodic-table-q01,content/chemistry-1/questions/chemistry-1-atomic-structure-and-the-periodic-table-q01.json,atomic-structure-and-the-periodic-table,mass number|atomic number|subatomic particles,MATCHED
runtime-data,chemistry-1,question,chemistry-1-atomic-structure-and-the-periodic-table-q02,content/chemistry-1/questions/chemistry-1-atomic-structure-and-the-periodic-table-q02.json,atomic-structure-and-the-periodic-table,isotopes|neutron number|elemental identity,MATCHED
runtime-data,chemistry-1,question,chemistry-1-atomic-structure-and-the-periodic-table-q03,content/chemistry-1/questions/chemistry-1-atomic-structure-and-the-periodic-table-q03.json,atomic-structure-and-the-periodic-table,groups|valence electrons|periodic trends|reactivity,MATCHED
runtime-data,chemistry-1,question,chemistry-1-atomic-structure-and-the-periodic-table-q04,content/chemistry-1/questions/chemistry-1-atomic-structure-and-the-periodic-table-q04.json,atomic-structure-and-the-periodic-table,subatomic particle masses|nuclear structure|atomic mass unit|atomic model,MATCHED
runtime-data,chemistry-1,question,chemistry-1-atomic-structure-and-the-periodic-table-q05,content/chemistry-1/questions/chemistry-1-atomic-structure-and-the-periodic-table-q05.json,atomic-structure-and-the-periodic-table,principal energy levels|electron capacity|2n^2 rule|orbitals|orbital filling order vs. period length,MATCHED
runtime-data,chemistry-1,question,chemistry-1-atomic-structure-and-the-periodic-table-q06,content/chemistry-1/questions/chemistry-1-atomic-structure-and-the-periodic-table-q06.json,atomic-structure-and-the-periodic-table,atomic radius|effective nuclear charge|periodic trends|shielding,MATCHED
runtime-data,chemistry-1,question,chemistry-1-atomic-structure-and-the-periodic-table-q07,content/chemistry-1/questions/chemistry-1-atomic-structure-and-the-periodic-table-q07.json,atomic-structure-and-the-periodic-table,ion formation|cations|charge balance|electron loss,MATCHED
runtime-data,chemistry-1,question,chemistry-1-atomic-structure-and-the-periodic-table-q08,content/chemistry-1/questions/chemistry-1-atomic-structure-and-the-periodic-table-q08.json,atomic-structure-and-the-periodic-table,isotope notation|neutron calculation|ionic charge|electron count,MATCHED
runtime-data,chemistry-1,question,chemistry-1-atomic-structure-and-the-periodic-table-q09,content/chemistry-1/questions/chemistry-1-atomic-structure-and-the-periodic-table-q09.json,atomic-structure-and-the-periodic-table,electron configuration|periodic placement|ion prediction|alkaline earth metals,MATCHED
runtime-data,chemistry-1,question,chemistry-1-atomic-structure-and-the-periodic-table-q10,content/chemistry-1/questions/chemistry-1-atomic-structure-and-the-periodic-table-q10.json,atomic-structure-and-the-periodic-table,weighted average atomic mass|percent abundance|data interpretation|isotopes,MATCHED
runtime-data,chemistry-1,question,chemistry-1-atomic-structure-and-the-periodic-table-q11,content/chemistry-1/questions/chemistry-1-atomic-structure-and-the-periodic-table-q11.json,atomic-structure-and-the-periodic-table,ionization energy|shielding|effective nuclear charge|group trends,MATCHED
runtime-data,chemistry-1,question,chemistry-1-atomic-structure-and-the-periodic-table-q12,content/chemistry-1/questions/chemistry-1-atomic-structure-and-the-periodic-table-q12.json,atomic-structure-and-the-periodic-table,isotopes|nuclear stability|chemical versus nuclear properties|elemental identity,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ions-and-electrolytes-q01,content/chemistry-1/questions/chemistry-1-ions-and-electrolytes-q01.json,ions-and-electrolytes,cation formation|charge = protons minus electrons|ion terminology,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ions-and-electrolytes-q02,content/chemistry-1/questions/chemistry-1-ions-and-electrolytes-q02.json,ions-and-electrolytes,strong electrolytes|dissociation stoichiometry|conductivity,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ions-and-electrolytes-q03,content/chemistry-1/questions/chemistry-1-ions-and-electrolytes-q03.json,ions-and-electrolytes,principal extracellular cation|serum reference intervals|midpoint of a range,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ions-and-electrolytes-q04,content/chemistry-1/questions/chemistry-1-ions-and-electrolytes-q04.json,ions-and-electrolytes,ionic conduction|hydration of ions|percent w/v to g/L,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ions-and-electrolytes-q05,content/chemistry-1/questions/chemistry-1-ions-and-electrolytes-q05.json,ions-and-electrolytes,electrolyte vs nonelectrolyte|dissociation particle count|colligative particle counting,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ions-and-electrolytes-q06,content/chemistry-1/questions/chemistry-1-ions-and-electrolytes-q06.json,ions-and-electrolytes,concentration and conductivity|molarity|strong electrolyte behavior,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ions-and-electrolytes-q07,content/chemistry-1/questions/chemistry-1-ions-and-electrolytes-q07.json,ions-and-electrolytes,milliequivalents vs millimoles|ionic valence|charge-based units,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ions-and-electrolytes-q08,content/chemistry-1/questions/chemistry-1-ions-and-electrolytes-q08.json,ions-and-electrolytes,mol/L to mEq/L conversion|monovalent ions|metric prefix conversion,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ions-and-electrolytes-q09,content/chemistry-1/questions/chemistry-1-ions-and-electrolytes-q09.json,ions-and-electrolytes,valence weighting of charge|divalent vs monovalent cations|comparing mEq/L contributions,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ions-and-electrolytes-q10,content/chemistry-1/questions/chemistry-1-ions-and-electrolytes-q10.json,ions-and-electrolytes,anion gap|electroneutrality|unmeasured anions,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ions-and-electrolytes-q11,content/chemistry-1/questions/chemistry-1-ions-and-electrolytes-q11.json,ions-and-electrolytes,osmolarity vs molarity|dissociation factor|particle count vs charge,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ions-and-electrolytes-q12,content/chemistry-1/questions/chemistry-1-ions-and-electrolytes-q12.json,ions-and-electrolytes,electroneutrality|valence weighting|charge balance calculation,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ionic-and-covalent-bonding-q01,content/chemistry-1/questions/chemistry-1-ionic-and-covalent-bonding-q01.json,ionic-and-covalent-bonding,ionic bonding|electron transfer|ion charge|electrostatic attraction,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ionic-and-covalent-bonding-q02,content/chemistry-1/questions/chemistry-1-ionic-and-covalent-bonding-q02.json,ionic-and-covalent-bonding,covalent bonding|shared electron pair|bond definitions,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ionic-and-covalent-bonding-q03,content/chemistry-1/questions/chemistry-1-ionic-and-covalent-bonding-q03.json,ionic-and-covalent-bonding,classifying compounds|ionic versus molecular|formula units,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ionic-and-covalent-bonding-q04,content/chemistry-1/questions/chemistry-1-ionic-and-covalent-bonding-q04.json,ionic-and-covalent-bonding,lattice energy|melting point trends|intermolecular versus intramolecular forces,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ionic-and-covalent-bonding-q05,content/chemistry-1/questions/chemistry-1-ionic-and-covalent-bonding-q05.json,ionic-and-covalent-bonding,electronegativity difference|polar covalent bonds|partial charges,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ionic-and-covalent-bonding-q06,content/chemistry-1/questions/chemistry-1-ionic-and-covalent-bonding-q06.json,ionic-and-covalent-bonding,octet rule|valence electrons|predicting number of covalent bonds|lone pairs,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ionic-and-covalent-bonding-q07,content/chemistry-1/questions/chemistry-1-ionic-and-covalent-bonding-q07.json,ionic-and-covalent-bonding,electrolytes|ion mobility|dissociation|conductivity,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ionic-and-covalent-bonding-q08,content/chemistry-1/questions/chemistry-1-ionic-and-covalent-bonding-q08.json,ionic-and-covalent-bonding,bond dipoles versus molecular dipole|molecular geometry|multiple bonds,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ionic-and-covalent-bonding-q09,content/chemistry-1/questions/chemistry-1-ionic-and-covalent-bonding-q09.json,ionic-and-covalent-bonding,charge balance|ionic formula writing|crossover rule,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ionic-and-covalent-bonding-q10,content/chemistry-1/questions/chemistry-1-ionic-and-covalent-bonding-q10.json,ionic-and-covalent-bonding,predicting bond type|electronegativity difference|ionic character,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ionic-and-covalent-bonding-q11,content/chemistry-1/questions/chemistry-1-ionic-and-covalent-bonding-q11.json,ionic-and-covalent-bonding,bond energy comparison|hydrogen bonding|intermolecular versus intramolecular|phase change,MATCHED
runtime-data,chemistry-1,question,chemistry-1-ionic-and-covalent-bonding-q12,content/chemistry-1/questions/chemistry-1-ionic-and-covalent-bonding-q12.json,ionic-and-covalent-bonding,polyatomic ions|mixed ionic and covalent bonding|formula unit composition,MATCHED
runtime-data,chemistry-1,question,chemistry-1-polarity-and-intermolecular-forces-q01,content/chemistry-1/questions/chemistry-1-polarity-and-intermolecular-forces-q01.json,polarity-and-intermolecular-forces,electronegativity|polar covalent bond|partial charges,MATCHED
runtime-data,chemistry-1,question,chemistry-1-polarity-and-intermolecular-forces-q02,content/chemistry-1/questions/chemistry-1-polarity-and-intermolecular-forces-q02.json,polarity-and-intermolecular-forces,London dispersion forces|polarizability|universal intermolecular forces,MATCHED
runtime-data,chemistry-1,question,chemistry-1-polarity-and-intermolecular-forces-q03,content/chemistry-1/questions/chemistry-1-polarity-and-intermolecular-forces-q03.json,polarity-and-intermolecular-forces,hydrogen bonding|electronegativity and atomic size|donor atoms,MATCHED
runtime-data,chemistry-1,question,chemistry-1-polarity-and-intermolecular-forces-q04,content/chemistry-1/questions/chemistry-1-polarity-and-intermolecular-forces-q04.json,polarity-and-intermolecular-forces,intermolecular vs intramolecular forces|hydrogen bonding|phase change energetics,MATCHED
runtime-data,chemistry-1,question,chemistry-1-polarity-and-intermolecular-forces-q05,content/chemistry-1/questions/chemistry-1-polarity-and-intermolecular-forces-q05.json,polarity-and-intermolecular-forces,bond dipole vs molecular dipole|molecular geometry|vector cancellation,MATCHED
runtime-data,chemistry-1,question,chemistry-1-polarity-and-intermolecular-forces-q06,content/chemistry-1/questions/chemistry-1-polarity-and-intermolecular-forces-q06.json,polarity-and-intermolecular-forces,polarizability|dispersion force trends|physical state and electron count,MATCHED
runtime-data,chemistry-1,question,chemistry-1-polarity-and-intermolecular-forces-q07,content/chemistry-1/questions/chemistry-1-polarity-and-intermolecular-forces-q07.json,polarity-and-intermolecular-forces,ion-dipole forces|dissolution of ionic compounds|hydration shell,MATCHED
runtime-data,chemistry-1,question,chemistry-1-polarity-and-intermolecular-forces-q08,content/chemistry-1/questions/chemistry-1-polarity-and-intermolecular-forces-q08.json,polarity-and-intermolecular-forces,like dissolves like|solubility prediction|polarity and solvation,MATCHED
runtime-data,chemistry-1,question,chemistry-1-polarity-and-intermolecular-forces-q09,content/chemistry-1/questions/chemistry-1-polarity-and-intermolecular-forces-q09.json,polarity-and-intermolecular-forces,hydrogen bond donors and acceptors|structural isomers|boiling point comparison,MATCHED
runtime-data,chemistry-1,question,chemistry-1-polarity-and-intermolecular-forces-q10,content/chemistry-1/questions/chemistry-1-polarity-and-intermolecular-forces-q10.json,polarity-and-intermolecular-forces,evaporation rate|vapor pressure|enthalpy of vaporization,MATCHED
runtime-data,chemistry-1,question,chemistry-1-polarity-and-intermolecular-forces-q11,content/chemistry-1/questions/chemistry-1-polarity-and-intermolecular-forces-q11.json,polarity-and-intermolecular-forces,amphipathic molecules|hydrophobic effect|membrane self-assembly,MATCHED
runtime-data,chemistry-1,question,chemistry-1-polarity-and-intermolecular-forces-q12,content/chemistry-1/questions/chemistry-1-polarity-and-intermolecular-forces-q12.json,polarity-and-intermolecular-forces,additivity of intermolecular forces|dispersion vs dipole-dipole|quantitative interpretation,MATCHED
runtime-data,chemistry-1,question,chemistry-1-chemical-reactions-and-equations-q01,content/chemistry-1/questions/chemistry-1-chemical-reactions-and-equations-q01.json,chemical-reactions-and-equations,conservation of mass|chemical reaction basics|closed system,MATCHED
runtime-data,chemistry-1,question,chemistry-1-chemical-reactions-and-equations-q02,content/chemistry-1/questions/chemistry-1-chemical-reactions-and-equations-q02.json,chemical-reactions-and-equations,balancing equations|coefficients|atom inventory,MATCHED
runtime-data,chemistry-1,question,chemistry-1-chemical-reactions-and-equations-q03,content/chemistry-1/questions/chemistry-1-chemical-reactions-and-equations-q03.json,chemical-reactions-and-equations,reaction types|decomposition|classifying equations,MATCHED
runtime-data,chemistry-1,question,chemistry-1-chemical-reactions-and-equations-q04,content/chemistry-1/questions/chemistry-1-chemical-reactions-and-equations-q04.json,chemical-reactions-and-equations,subscripts vs coefficients|chemical formulas|balancing rules,MATCHED
runtime-data,chemistry-1,question,chemistry-1-chemical-reactions-and-equations-q05,content/chemistry-1/questions/chemistry-1-chemical-reactions-and-equations-q05.json,chemical-reactions-and-equations,mole ratio|stoichiometry|combustion reactions,MATCHED
runtime-data,chemistry-1,question,chemistry-1-chemical-reactions-and-equations-q06,content/chemistry-1/questions/chemistry-1-chemical-reactions-and-equations-q06.json,chemical-reactions-and-equations,neutralization|mole ratio|acid-base stoichiometry,MATCHED
runtime-data,chemistry-1,question,chemistry-1-chemical-reactions-and-equations-q07,content/chemistry-1/questions/chemistry-1-chemical-reactions-and-equations-q07.json,chemical-reactions-and-equations,net ionic equations|spectator ions|precipitation reactions,MATCHED
runtime-data,chemistry-1,question,chemistry-1-chemical-reactions-and-equations-q08,content/chemistry-1/questions/chemistry-1-chemical-reactions-and-equations-q08.json,chemical-reactions-and-equations,limiting reactant|excess reactant|mole ratio,MATCHED
runtime-data,chemistry-1,question,chemistry-1-chemical-reactions-and-equations-q09,content/chemistry-1/questions/chemistry-1-chemical-reactions-and-equations-q09.json,chemical-reactions-and-equations,percent yield|theoretical vs actual yield|reaction efficiency,MATCHED
runtime-data,chemistry-1,question,chemistry-1-chemical-reactions-and-equations-q10,content/chemistry-1/questions/chemistry-1-chemical-reactions-and-equations-q10.json,chemical-reactions-and-equations,mole to mass conversion|mole ratio|decomposition stoichiometry,MATCHED
runtime-data,chemistry-1,question,chemistry-1-chemical-reactions-and-equations-q11,content/chemistry-1/questions/chemistry-1-chemical-reactions-and-equations-q11.json,chemical-reactions-and-equations,balancing combustion equations|fractional coefficients|atom inventory,MATCHED
runtime-data,chemistry-1,question,chemistry-1-chemical-reactions-and-equations-q12,content/chemistry-1/questions/chemistry-1-chemical-reactions-and-equations-q12.json,chemical-reactions-and-equations,limiting reactant|theoretical yield|mole to mass conversion,MATCHED
runtime-data,chemistry-2,subject-summary,chemistry-2,,,lessons=4|notes=0|questions=48|assets=0|tags=134,MATCHED
runtime-data,chemistry-2,lesson,chemistry-2-moles-and-molar-mass,,moles-and-molar-mass,,MATCHED
runtime-data,chemistry-2,lesson,chemistry-2-solutions-and-concentration,,solutions-and-concentration,,MATCHED
runtime-data,chemistry-2,lesson,chemistry-2-acids-bases-and-ph,,acids-bases-and-ph,,MATCHED
runtime-data,chemistry-2,lesson,chemistry-2-buffers-and-physiologic-chemistry,,buffers-and-physiologic-chemistry,,MATCHED
runtime-data,chemistry-2,question,chemistry-2-moles-and-molar-mass-q01,content/chemistry-2/questions/chemistry-2-moles-and-molar-mass-q01.json,moles-and-molar-mass,molar mass|mole definition|amu to gram relationship,MATCHED
